score,class,pred
0.9312499761581421,0,0
1.0,0,0
0.9197080135345459,0,0
0.9047619104385376,0,0
1.0052909851074219,0,0
0.9220778942108154,0,0
0.9940476417541504,0,0
0.8973214030265808,0,1
0.9029850959777832,0,0
0.8730769157409668,0,1
0.8883928656578064,0,1
0.8917526006698608,0,1
0.8377193212509155,0,1
0.8861788511276245,0,1
0.9061224460601807,0,0
0.9325153231620789,0,0
0.919847309589386,0,0
0.8876811861991882,0,1
0.9312499761581421,0,0
0.9554139971733093,0,0
0.9135802388191223,0,0
0.9194630980491638,0,0
0.9230769276618958,0,0
0.9200000166893005,0,0
0.9765625,0,0
0.9096385836601257,0,0
0.955974817276001,0,0
0.9192546606063843,0,0
0.9453125,0,0
0.9264705777168274,0,0
0.9629629850387573,0,0
0.9840425252914429,0,0
0.9378530979156494,0,0
0.9404761791229248,0,0
0.9740932583808899,0,0
0.940119743347168,0,0
1.0443350076675415,0,0
0.9225806593894958,0,0
0.9397590160369873,0,0
0.936170220375061,0,0
0.9350649118423462,0,0
0.935960590839386,0,0
0.9316770434379578,0,0
0.94140625,0,0
0.9539473652839661,0,0
1.0102564096450806,0,0
0.9268292784690857,0,0
0.9312499761581421,0,0
0.9568345546722412,0,0
0.9221556782722473,0,0
0.9038461446762085,0,0
0.978723406791687,0,0
0.9320987462997437,0,0
0.9453125,0,0
0.9205297827720642,0,0
1.012195110321045,0,0
0.9154411554336548,0,0
0.9404761791229248,0,0
0.9418604373931885,0,0
0.9324324131011963,0,0
0.9479768872261047,0,0
0.9276315569877625,0,0
0.9216867685317993,0,0
0.9325153231620789,0,0
0.9141104221343994,0,0
0.9644970297813416,0,0
0.9529411792755127,0,0
1.0539215803146362,0,0
0.907975435256958,0,0
0.9345238208770752,0,0
0.9217877388000488,0,0
0.9200000166893005,0,0
0.9382715821266174,0,0
0.9627329111099243,0,0
0.9734042286872864,0,0
0.9312499761581421,0,0
0.9684684872627258,0,0
0.9642857313156128,0,0
0.9337748289108276,0,0
0.9379844665527344,0,0
0.9341317415237427,0,0
0.9254658222198486,0,0
0.905063271522522,0,0
1.0101009607315063,0,0
0.940397322177887,0,0
0.9444444179534912,0,0
0.9367088675498962,0,0
0.896774172782898,0,1
0.910179615020752,0,0
0.9221556782722473,0,0
0.9481481313705444,0,0
0.9275362491607666,0,0
0.9166666865348816,0,0
0.9303797483444214,0,0
0.9308176040649414,0,0
0.9595375657081604,0,0
0.9210526347160339,0,0
0.955974817276001,0,0
1.0,0,0
0.9437500238418579,0,0
0.939393937587738,0,0
1.0054644346237183,0,0
0.914893627166748,0,0
0.9534883499145508,0,0
0.9694656729698181,0,0
0.9612902998924255,0,0
0.9874213933944702,0,0
0.9080459475517273,0,0
0.9354838728904724,0,0
0.9109588861465454,0,0
0.9673469662666321,0,0
0.9347826242446899,0,0
0.9496402740478516,0,0
0.9172932505607605,0,0
0.9076923131942749,0,0
0.9285714030265808,0,0
0.9512194991111755,0,0
0.9230769276618958,0,0
0.9371069073677063,0,0
0.9289940595626831,0,0
0.9475806355476379,0,0
0.9650349617004395,0,0
0.9312499761581421,0,0
1.0,0,0
0.9171597361564636,0,0
0.9708333611488342,0,0
0.9333333373069763,0,0
0.9510489702224731,0,0
0.930232584476471,0,0
0.9379844665527344,0,0
0.9454545378684998,0,0
0.9686098694801331,0,0
0.95652174949646,0,0
0.9269230961799622,0,0
0.9219858050346375,0,0
0.9496855139732361,0,0
0.9307692050933838,0,0
0.9529411792755127,0,0
0.9473684430122375,0,0
0.9103448390960693,0,0
0.9367088675498962,0,0
1.0164835453033447,0,0
0.9507042169570923,0,0
0.9444444179534912,0,0
0.9360902309417725,0,0
0.9419354796409607,0,0
0.9947090148925781,0,0
0.9333333373069763,0,0
0.9719101190567017,0,0
0.9444444179534912,0,0
0.9021739363670349,0,0
0.9020978808403015,0,0
0.9205297827720642,0,0
0.9476439952850342,0,0
0.9553072452545166,0,0
0.970802903175354,0,0
0.918749988079071,0,0
0.9552238583564758,0,0
0.9259259104728699,0,0
0.9744681119918823,0,0
0.9428571462631226,0,0
1.0257731676101685,0,0
0.9308176040649414,0,0
0.9949495196342468,0,0
0.9044585824012756,0,0
1.0306122303009033,0,0
0.9153845906257629,0,0
0.9750000238418579,0,0
0.9358974099159241,0,0
0.9696969985961914,0,0
0.9487179517745972,0,0
0.9947368502616882,0,0
0.8896104097366333,0,1
1.0057142972946167,0,0
0.9363057613372803,0,0
0.908713698387146,0,0
0.9254385828971863,0,0
0.9259259104728699,0,0
1.0057470798492432,0,0
0.9603174328804016,0,0
0.9090909361839294,0,0
0.9176470637321472,0,0
0.9801587462425232,0,0
0.9367588758468628,0,0
0.9227941036224365,0,0
0.9360465407371521,0,0
1.0052909851074219,0,0
0.9268292784690857,0,0
0.9593908786773682,0,0
0.9281437397003174,0,0
0.9447852969169617,0,0
0.9538461565971375,0,0
0.9203187227249146,0,0
0.9481481313705444,0,0
0.9701492786407471,0,0
0.9314285516738892,0,0
0.9378530979156494,0,0
0.9375,0,0
0.9575757384300232,0,0
0.9399141669273376,0,0
0.9463087320327759,0,0
0.9512194991111755,0,0
0.9746192693710327,0,0
0.9416666626930237,0,0
0.9290780425071716,0,0
0.9235293865203857,0,0
1.0529412031173706,0,0
0.9411764740943909,0,0
0.9935897588729858,0,0
0.8927038908004761,0,1
0.9375,0,0
0.8969696760177612,0,1
1.0247524976730347,0,0
0.9215686321258545,0,0
0.948051929473877,0,0
0.9368420839309692,0,0
0.9316770434379578,0,0
0.9182389974594116,0,0
0.9940828680992126,0,0
0.956250011920929,0,0
0.9285714030265808,0,0
0.922535240650177,0,0
0.9367088675498962,0,0
0.9230769276618958,0,0
0.9133333563804626,0,0
1.0303030014038086,0,0
0.9457831382751465,0,0
0.9935897588729858,0,0
0.9545454382896423,0,0
0.9851852059364319,0,0
0.9252873659133911,0,0
0.9346405267715454,0,0
0.917391300201416,0,0
0.9090909361839294,0,0
